date,temperature,humidity,wind_speed,pressure,precipitation,cloud_cover
2015-03-12,11.4,64.0,11.0,1010.4,0.0,53.7
2015-03-13,16.2,69.2,0.3,1014.6,2.5,100.0
2015-03-14,7.4,65.0,2.8,1015.0,0.0,50.8
2015-03-15,6.6,70.1,1.7,1016.6,3.1,100.0
2015-03-16,11.8,62.2,0.6,1012.7,0.0,40.7
2015-03-17,13.3,58.4,4.9,1012.7,7.3,74.9
2015-03-18,12.2,70.7,8.9,1020.2,8.9,90.3
2015-03-19,6.3,62.8,2.1,1016.9,0.0,55.0
2015-03-20,12.5,64.2,0.6,1011.3,7.8,80.9
2015-03-21,9.0,69.1,2.3,1016.3,0.0,71.5
2015-03-22,15.1,57.5,4.4,1002.3,0.0,60.1
2015-03-23,14.4,65.4,4.2,1009.2,0.0,53.6
2015-03-24,10.7,59.2,5.0,1021.4,5.7,74.0
2015-03-25,12.2,61.2,6.8,1013.7,0.0,45.2
2015-03-26,10.8,62.0,4.9,1012.7,10.1,92.3
2015-03-27,14.0,53.9,9.2,1014.4,0.0,37.2
2015-03-28,17.2,57.2,2.2,1015.6,0.0,32.6
2015-03-29,11.6,67.6,4.0,1021.3,5.8,74.5
2015-03-30,16.3,65.0,7.6,1010.1,1.1,91.7
2015-03-31,13.4,60.0,6.2,1011.7,0.0,36.4
2015-04-01,12.8,61.3,16.0,1013.0,0.0,47.3
2015-04-02,15.1,58.3,2.2,1018.1,0.0,49.4
2015-04-03,12.5,66.3,7.7,1014.5,0.0,39.5
2015-04-04,14.2,58.3,2.9,1024.3,0.0,50.1
2015-04-05,12.4,60.2,2.7,1013.5,0.0,46.9
2015-04-06,22.1,64.5,10.5,1018.3,0.0,35.4
2015-04-07,16.5,54.6,4.9,1007.8,0.0,46.6
2015-04-08,14.5,66.1,6.1,1006.3,0.0,60.0
2015-04-09,17.5,50.4,3.1,1011.2,0.0,42.2
2015-04-10,16.7,65.9,3.3,1017.8,0.0,60.9
2015-04-11,16.6,55.6,1.1,1009.8,7.3,78.2
2015-04-12,19.3,56.0,5.7,1007.8,0.0,53.3
2015-04-13,19.9,47.5,2.0,1015.7,0.0,28.1
2015-04-14,16.3,54.5,4.5,1015.9,0.0,30.5
2015-04-15,16.3,51.3,9.2,1008.4,12.3,59.7
2015-04-16,17.4,53.2,0.8,1007.5,0.0,35.1
2015-04-17,11.6,55.3,27.9,1018.9,0.0,65.5
2015-04-18,14.1,60.5,2.6,1005.3,0.0,42.5
2015-04-19,23.0,56.5,4.6,1014.4,0.0,41.3
2015-04-20,24.0,56.8,6.1,1012.0,0.8,74.4
2015-04-21,18.5,49.5,2.5,999.8,0.0,36.0
2015-04-22,21.2,50.4,3.4,1010.0,0.0,58.5
2015-04-23,20.6,63.5,10.7,1000.3,0.0,36.3
2015-04-24,29.1,50.6,8.5,999.9,0.0,62.5
2015-04-25,23.4,62.3,4.1,1006.3,5.9,83.8
2015-04-26,19.8,52.6,5.0,1004.2,0.0,52.2
2015-04-27,17.5,53.6,5.6,1022.8,11.6,73.8
2015-04-28,15.8,58.7,7.5,1016.9,0.0,56.8
2015-04-29,21.4,59.5,7.9,1016.6,11.2,70.0
2015-04-30,18.7,52.3,7.7,1010.5,0.0,28.8
2015-05-01,16.9,50.7,3.6,1012.2,0.0,66.6
2015-05-02,19.4,52.1,5.4,1018.7,0.0,61.3
2015-05-03,18.3,53.9,9.9,1013.5,0.0,33.4
2015-05-04,26.7,56.4,19.3,1010.2,0.0,53.6
2015-05-05,24.5,51.8,5.3,1003.7,0.0,53.4
2015-05-06,22.0,54.6,3.2,1004.9,2.7,81.2
2015-05-07,26.6,59.5,2.5,1008.5,0.0,47.4
2015-05-08,22.6,53.0,7.8,1011.1,0.0,63.3
2015-05-09,19.9,52.5,1.1,1005.5,0.0,49.4
2015-05-10,27.3,43.1,7.8,1008.7,0.0,23.8
2015-05-11,24.5,37.4,7.9,1002.2,0.0,23.5
2015-05-12,19.9,52.3,3.3,1010.6,0.0,31.6
2015-05-13,22.6,49.6,6.0,1002.0,0.0,38.6
2015-05-14,20.7,47.4,4.2,1016.8,0.0,36.0
2015-05-15,19.3,51.0,1.4,1009.3,0.0,48.5
2015-05-16,26.4,49.3,7.4,1003.8,0.0,46.7
2015-05-17,29.5,55.0,7.0,1000.0,1.8,78.9
2015-05-18,19.7,49.6,3.5,1004.4,0.0,43.2
2015-05-19,25.8,45.3,19.1,1009.8,0.0,45.7
2015-05-20,22.3,53.8,5.0,1014.4,0.0,41.5
2015-05-21,22.9,47.6,0.7,1013.6,0.0,13.7
2015-05-22,22.7,51.1,10.3,1016.1,0.0,62.2
2015-05-23,22.0,45.9,8.7,1018.2,0.4,56.8
2015-05-24,24.9,44.9,9.4,1012.8,0.0,41.9
2015-05-25,22.4,48.4,2.1,1006.8,0.0,35.0
2015-05-26,25.8,47.9,5.9,1008.4,0.0,51.9
2015-05-27,25.0,50.1,5.0,996.7,0.0,30.5
2015-05-28,24.5,46.2,4.4,1011.4,0.0,29.1
2015-05-29,22.6,38.2,12.2,1009.9,0.0,23.3
2015-05-30,23.7,45.1,5.1,1016.6,0.0,40.7
2015-05-31,27.8,51.1,3.6,1002.9,9.0,73.4
2015-06-01,27.2,45.5,3.6,1009.5,0.0,41.2
2015-06-02,22.8,45.7,1.9,1004.1,0.0,36.9
2015-06-03,26.2,51.7,5.5,1006.9,0.0,51.0
2015-06-04,28.2,43.1,12.8,998.2,0.0,42.6
2015-06-05,21.0,38.8,3.8,1016.8,0.0,44.0
2015-06-06,27.8,45.6,6.1,1011.9,0.0,39.1
2015-06-07,24.2,43.9,4.3,1006.0,0.0,37.3
2015-06-08,28.0,41.4,4.7,1007.8,0.0,49.0
2015-06-09,24.1,45.2,9.0,1008.6,0.0,47.2
2015-06-10,21.1,48.5,1.9,1006.9,0.0,43.7
2015-06-11,21.7,45.9,1.2,1010.3,0.0,21.9
2015-06-12,26.8,47.4,10.3,1004.9,14.2,50.5
2015-06-13,27.5,54.8,3.2,1011.7,0.0,50.9
2015-06-14,24.0,44.0,3.6,1007.4,0.0,40.5
2015-06-15,28.7,47.0,21.9,1018.1,0.0,59.8
2015-06-16,21.9,43.0,8.7,1009.2,0.0,36.5
2015-06-17,26.7,41.2,2.3,1007.7,0.0,22.1
2015-06-18,23.3,42.5,10.8,1011.5,0.0,38.2
2015-06-19,25.1,43.0,8.8,1012.2,0.0,38.9
2015-06-20,27.2,47.1,0.1,1007.3,16.2,73.0
2015-06-21,24.5,57.0,5.6,1010.8,10.8,80.3
2015-06-22,26.0,41.6,2.0,1008.4,0.0,28.7
2015-06-23,30.2,43.1,4.7,1001.5,0.0,31.0
2015-06-24,25.5,44.8,19.4,1002.5,0.0,46.4
2015-06-25,29.7,47.1,9.3,1009.1,0.0,41.2
2015-06-26,23.9,46.4,10.1,1016.2,0.0,41.3
2015-06-27,28.9,51.5,4.3,997.9,0.0,42.3
2015-06-28,31.6,32.9,10.2,997.5,0.0,29.4
2015-06-29,19.9,33.1,2.7,1003.3,0.0,32.7
2015-06-30,24.9,42.5,5.6,1011.9,0.0,26.2
2015-07-01,29.0,50.5,9.0,1010.3,0.0,46.4
2015-07-02,26.7,37.2,8.8,1002.3,0.0,24.9
2015-07-03,28.4,30.0,1.3,1017.3,0.0,23.1
2015-07-04,25.5,47.9,16.7,1005.8,0.0,46.2
2015-07-05,27.5,46.2,2.3,1013.9,0.0,21.7
2015-07-06,26.8,39.6,24.4,1011.1,0.0,18.8
2015-07-07,30.8,40.1,9.1,1000.3,0.0,23.5
2015-07-08,28.0,40.2,8.6,1004.4,0.0,22.9
2015-07-09,28.2,45.7,2.4,1002.0,0.0,34.1
2015-07-10,25.9,42.0,3.3,1000.8,0.0,49.0
2015-07-11,25.7,47.7,15.8,1006.4,0.0,49.5
2015-07-12,25.8,31.0,14.4,1001.6,0.0,15.2
2015-07-13,28.3,41.0,4.4,1005.5,0.0,39.7
2015-07-14,25.8,39.7,4.1,1017.3,0.0,29.3
2015-07-15,27.9,44.1,4.2,1010.1,0.0,37.6
2015-07-16,33.2,42.8,10.9,1001.1,0.0,23.0
2015-07-17,29.5,49.5,10.2,1002.6,0.0,26.3
2015-07-18,25.8,36.3,6.7,1005.6,0.0,33.6
2015-07-19,30.4,45.9,5.6,1015.7,0.0,36.2
2015-07-20,25.5,48.5,4.4,1002.3,0.0,43.8
2015-07-21,20.5,55.1,23.2,1010.2,7.2,91.1
2015-07-22,23.5,43.5,1.4,1011.1,0.0,31.1
2015-07-23,20.9,47.6,3.7,1016.1,0.0,35.3
2015-07-24,25.4,37.1,6.3,1006.2,0.0,44.8
2015-07-25,26.4,34.3,1.1,1002.5,0.0,24.4
2015-07-26,31.3,50.5,3.1,1006.3,7.6,62.5
2015-07-27,27.2,46.4,19.2,1013.5,0.0,43.8
2015-07-28,25.4,52.4,9.7,1006.4,0.0,40.0
2015-07-29,28.5,39.8,3.1,1002.1,0.0,21.6
2015-07-30,19.3,49.4,3.0,1011.4,1.6,70.3
2015-07-31,26.5,56.2,1.4,999.1,0.0,54.5
2015-08-01,28.0,49.1,3.5,1005.4,5.4,57.5
2015-08-02,21.2,48.5,7.5,1015.8,0.0,26.7
2015-08-03,28.9,47.3,6.6,1010.4,0.0,36.5
2015-08-04,26.4,39.6,3.6,1006.6,0.0,18.6
2015-08-05,24.0,54.3,2.2,1016.8,3.1,61.6
2015-08-06,27.0,44.7,4.3,1016.5,0.0,34.7
2015-08-07,31.8,50.4,4.2,1007.9,0.0,51.4
2015-08-08,25.5,40.2,8.8,1000.4,0.0,38.1
2015-08-09,25.5,42.3,5.9,998.3,0.0,31.2
2015-08-10,23.3,55.5,5.4,1015.8,0.0,58.3
2015-08-11,22.0,46.8,11.5,1010.7,0.0,54.1
2015-08-12,26.9,55.9,14.3,1015.2,0.0,50.8
2015-08-13,21.7,48.4,6.6,1003.0,0.0,34.8
2015-08-14,24.3,39.8,6.7,1007.5,0.0,45.4
2015-08-15,22.5,53.7,4.6,1014.4,0.0,58.8
2015-08-16,25.3,46.4,2.4,1004.2,0.0,39.0
2015-08-17,24.7,53.0,9.3,1013.2,0.0,55.3
2015-08-18,26.6,49.9,8.1,1006.6,0.0,32.1
2015-08-19,21.9,42.2,4.9,1009.7,0.0,11.5
2015-08-20,22.4,50.9,6.0,1003.4,0.0,31.2
2015-08-21,20.1,61.3,11.0,1011.7,0.1,83.4
2015-08-22,21.6,53.0,12.3,1020.7,0.0,42.2
2015-08-23,23.9,50.4,0.3,1010.5,0.0,50.1
2015-08-24,24.9,56.3,2.9,1004.1,0.0,31.4
2015-08-25,19.7,52.2,4.8,1017.6,0.0,27.5
2015-08-26,24.9,52.4,1.9,1004.3,5.5,80.0
2015-08-27,26.2,46.1,6.1,1016.0,0.0,21.7
2015-08-28,23.2,52.9,3.1,1002.5,0.0,40.2
2015-08-29,27.4,57.2,6.2,1008.2,0.0,47.4
2015-08-30,19.2,48.0,3.2,1018.5,0.0,31.5
2015-08-31,17.7,59.5,3.3,1007.3,1.2,85.3
2015-09-01,15.9,52.2,6.2,1013.0,7.0,51.6
2015-09-02,25.5,48.4,9.6,1013.5,0.0,56.8
2015-09-03,22.8,58.1,7.8,997.8,3.4,74.8
2015-09-04,20.5,51.9,4.9,1014.9,0.0,40.2
2015-09-05,21.3,57.4,0.8,1009.4,5.4,100.0
2015-09-06,16.9,52.3,3.2,1019.3,0.0,28.7
2015-09-07,27.4,53.7,2.9,1002.6,0.0,33.3
2015-09-08,20.3,56.7,8.5,1003.4,0.0,60.8
2015-09-09,20.1,56.0,5.6,1007.8,0.0,30.4
2015-09-10,21.7,44.8,5.8,1006.8,0.0,39.7
2015-09-11,20.8,49.4,2.5,1009.1,0.0,33.3
2015-09-12,19.8,59.9,12.6,1008.2,0.0,33.7
2015-09-13,16.6,54.8,5.8,1002.2,0.0,50.1
2015-09-14,20.2,53.1,2.4,1009.9,0.0,48.7
2015-09-15,24.2,49.2,2.5,1009.6,0.0,39.2
2015-09-16,22.4,50.8,6.4,1008.3,0.0,61.5
2015-09-17,22.9,46.4,2.3,1010.5,0.0,28.7
2015-09-18,16.4,56.2,2.9,1012.7,0.0,54.9
2015-09-19,14.8,54.0,1.8,1006.2,0.0,47.3
2015-09-20,17.2,52.4,8.4,1010.4,0.0,52.1
2015-09-21,17.5,57.2,2.3,1012.3,5.2,72.1
2015-09-22,20.4,59.6,14.0,1009.1,0.0,35.7
2015-09-23,11.9,68.5,7.0,1007.1,4.8,81.7
2015-09-24,21.3,50.7,1.8,1016.0,0.0,40.1
2015-09-25,16.1,64.3,7.7,1007.6,0.0,61.1
2015-09-26,15.0,63.6,12.6,1006.8,0.0,53.8
2015-09-27,13.1,55.1,4.7,1014.2,0.1,77.3
2015-09-28,11.0,60.3,13.6,1013.4,0.0,67.6
2015-09-29,18.2,57.3,7.1,1014.4,0.0,47.0
2015-09-30,15.7,60.7,3.1,1017.0,3.5,75.4
2015-10-01,11.4,67.6,19.4,1018.4,7.6,92.0
2015-10-02,11.2,63.4,1.4,1014.9,0.0,36.2
2015-10-03,13.9,63.1,3.9,1016.3,0.0,35.9
2015-10-04,19.7,58.7,4.9,1002.9,0.0,47.3
2015-10-05,13.7,53.7,17.3,1019.1,0.0,34.3
2015-10-06,9.8,60.3,8.5,1013.6,0.0,44.2
2015-10-07,13.3,67.6,7.6,1023.7,3.9,97.0
2015-10-08,13.0,54.2,2.7,1019.6,0.0,49.5
2015-10-09,5.6,56.8,4.6,1016.7,1.4,76.1
2015-10-10,13.3,63.0,3.1,1014.0,0.0,53.8
2015-10-11,12.6,57.7,7.4,1020.1,0.0,43.5
2015-10-12,15.1,58.9,11.3,1001.6,0.0,57.4
2015-10-13,18.4,61.0,22.3,1010.5,0.0,58.9
2015-10-14,16.0,56.6,3.4,1021.0,0.0,56.5
2015-10-15,11.6,58.8,1.3,1018.9,0.0,58.2
2015-10-16,8.9,67.4,3.9,1011.8,4.2,88.0
2015-10-17,19.8,57.6,10.3,1012.2,3.0,70.6
2015-10-18,12.0,56.4,2.4,1009.6,0.0,44.7
2015-10-19,11.7,61.5,5.0,1012.9,0.0,52.7
2015-10-20,11.4,68.5,7.6,1016.5,0.0,51.8
2015-10-21,11.9,64.1,3.5,1017.1,0.5,100.0
2015-10-22,10.6,63.0,6.0,1018.8,0.0,69.4
2015-10-23,9.2,65.8,2.2,1022.1,0.0,54.6
2015-10-24,9.0,57.1,11.8,1010.0,0.0,57.4
2015-10-25,10.4,68.6,4.1,1015.4,0.0,64.2
2015-10-26,8.7,68.2,5.8,1011.9,0.0,53.3
2015-10-27,8.0,64.5,0.8,1014.5,5.5,88.6
2015-10-28,10.3,71.8,1.9,1011.6,13.9,84.1
2015-10-29,9.0,61.4,10.0,1018.5,5.3,72.6
2015-10-30,14.1,72.9,3.5,1018.7,0.9,97.6
2015-10-31,1.4,68.2,2.3,1025.3,4.3,93.1
2015-11-01,12.5,66.0,1.2,1008.7,3.9,100.0
2015-11-02,12.8,67.8,11.7,1013.5,10.2,86.3
2015-11-03,2.6,67.6,8.3,1013.5,0.0,52.3
2015-11-04,7.7,74.4,7.9,1010.8,0.0,73.7
2015-11-05,7.4,63.2,14.9,1013.5,0.0,52.9
2015-11-06,4.1,65.0,3.9,1020.1,3.7,78.5
2015-11-07,5.9,74.2,1.4,1020.2,6.3,88.3
2015-11-08,4.7,66.2,5.2,1021.4,0.2,84.4
2015-11-09,13.1,73.9,16.8,1016.9,0.0,74.4
2015-11-10,10.5,78.1,5.3,1011.0,0.6,100.0
2015-11-11,11.4,67.8,11.1,1020.7,1.9,79.4
2015-11-12,9.6,73.4,1.4,1019.7,0.0,81.7
2015-11-13,3.9,64.4,2.6,1016.5,0.9,75.3
2015-11-14,5.5,74.1,9.6,1015.9,0.0,56.8
2015-11-15,8.4,71.5,5.7,1013.0,6.1,100.0
2015-11-16,3.1,73.1,4.6,1012.5,5.3,100.0
2015-11-17,8.8,67.7,11.0,1019.4,0.0,61.2
2015-11-18,5.8,62.8,9.5,1021.7,0.0,39.9
2015-11-19,5.3,73.8,5.9,1013.2,0.0,64.7
2015-11-20,8.4,61.1,0.3,1010.2,0.0,37.4
2015-11-21,7.4,70.0,5.1,1012.1,3.1,100.0
2015-11-22,4.9,76.5,6.9,1018.6,0.6,99.3
2015-11-23,9.3,72.9,0.9,1008.9,0.0,70.9
2015-11-24,2.5,81.8,6.8,1024.9,0.9,98.1
2015-11-25,7.5,77.3,11.3,1022.1,0.0,85.4
2015-11-26,7.3,69.1,5.1,1019.0,8.9,84.1
2015-11-27,4.4,72.6,2.1,1022.3,26.0,84.1
2015-11-28,6.2,72.4,0.4,1017.7,2.8,95.5
2015-11-29,1.4,64.9,6.9,1022.1,0.0,63.7
2015-11-30,7.8,68.2,1.0,1010.1,0.0,79.5
2015-12-01,4.4,70.2,7.9,1025.3,0.0,76.4
2015-12-02,3.3,63.0,16.3,1016.4,0.0,64.9
2015-12-03,7.9,73.5,2.8,1015.9,0.3,86.7
2015-12-04,2.5,72.2,4.2,1031.7,4.8,85.1
2015-12-05,0.3,65.2,16.9,1019.2,0.0,46.4
2015-12-06,-0.2,75.7,5.5,1024.3,1.1,94.1
2015-12-07,6.2,77.3,3.5,1020.0,0.0,48.2
2015-12-08,0.5,75.0,10.3,1013.6,0.0,78.6
2015-12-09,9.5,72.3,3.7,1010.8,0.0,52.1
2015-12-10,-2.1,77.0,2.6,1031.7,0.0,55.5
2015-12-11,9.2,77.5,7.8,1018.8,5.3,93.5
2015-12-12,4.7,75.7,10.8,1018.1,0.0,52.3
2015-12-13,3.7,70.2,2.6,1016.0,1.4,96.6
2015-12-14,2.3,75.7,5.9,1021.0,0.0,56.1
2015-12-15,5.0,80.4,4.4,1020.1,0.0,75.4
2015-12-16,3.7,71.5,5.0,1019.8,3.6,100.0
2015-12-17,7.0,85.1,2.1,1022.3,12.3,99.6
2015-12-18,4.0,72.0,8.2,1014.1,0.0,54.8
2015-12-19,4.1,74.8,14.0,1013.4,0.0,56.8
2015-12-20,2.5,71.4,2.5,1024.5,0.3,80.5
2015-12-21,3.4,75.9,8.2,1029.4,0.0,61.7
2015-12-22,4.5,66.1,10.1,1022.5,0.6,86.8
2015-12-23,-1.6,72.1,5.9,1027.8,0.0,48.3
2015-12-24,-0.6,69.4,7.9,1020.4,1.0,83.0
2015-12-25,5.7,75.6,2.8,1019.0,0.0,67.2
2015-12-26,4.0,79.9,13.5,1019.8,23.5,100.0
2015-12-27,2.9,78.2,10.9,1018.8,2.4,71.5
2015-12-28,3.5,63.1,11.7,1025.8,5.0,89.5
2015-12-29,4.4,85.2,1.8,1023.9,7.6,100.0
2015-12-30,1.8,76.5,7.2,1017.6,0.0,60.7
2015-12-31,1.1,71.1,3.0,1011.7,0.0,43.8
2016-01-01,4.0,75.8,14.2,1018.2,2.8,88.1
2016-01-02,0.5,75.9,2.6,1014.5,7.4,87.9
2016-01-03,4.6,71.6,6.0,1018.3,7.6,100.0
2016-01-04,-1.7,76.0,0.6,1016.0,0.0,55.0
2016-01-05,6.5,71.9,6.0,1023.5,1.0,88.3
2016-01-06,4.9,72.9,1.8,1021.5,12.7,100.0
2016-01-07,4.3,71.5,7.5,1021.7,0.2,93.1
2016-01-08,6.5,67.7,4.5,1022.6,6.6,89.7
2016-01-09,8.5,75.5,3.7,1018.2,0.2,94.5
2016-01-10,6.6,77.7,14.5,1019.9,9.1,100.0
2016-01-11,-1.9,77.3,20.3,1028.6,0.0,71.3
2016-01-12,-0.2,78.8,1.3,1019.9,1.8,100.0
2016-01-13,1.8,76.2,3.8,1022.6,0.4,100.0
2016-01-14,3.8,71.9,9.1,1013.3,0.0,65.0
2016-01-15,5.4,78.7,6.6,1018.2,1.8,98.3
2016-01-16,1.7,67.6,8.8,1031.0,0.0,59.3
2016-01-17,4.5,69.9,4.7,1022.3,5.5,84.2
2016-01-18,1.7,69.5,11.2,1019.2,0.0,60.8
2016-01-19,2.2,79.6,5.8,1020.7,0.0,55.2
2016-01-20,-0.1,78.8,6.9,1020.4,7.6,91.7
2016-01-21,1.4,76.5,1.8,1021.0,0.0,74.3
2016-01-22,0.2,79.3,5.4,1018.4,2.0,100.0
2016-01-23,1.4,69.4,9.2,1022.3,0.0,58.2
2016-01-24,7.6,75.5,6.4,1019.4,7.2,99.7
2016-01-25,1.7,73.0,5.6,1019.7,4.5,100.0
2016-01-26,12.5,77.8,7.2,1015.0,1.4,93.9
2016-01-27,6.2,72.8,5.8,1019.1,0.0,78.5
2016-01-28,5.3,71.4,4.9,1015.2,8.1,97.6
2016-01-29,2.3,75.9,9.4,1021.8,8.6,100.0
2016-01-30,7.1,77.4,4.6,1020.9,0.0,75.0
2016-01-31,3.4,69.6,1.7,1026.1,0.4,77.6
2016-02-01,5.6,72.5,14.0,1019.3,4.4,77.5
2016-02-02,13.0,67.4,3.1,1011.2,0.0,60.0
2016-02-03,5.1,60.0,1.2,1017.4,0.0,52.0
2016-02-04,9.0,73.4,7.9,1010.3,1.1,89.8
2016-02-05,3.5,75.3,15.3,1022.4,4.4,100.0
2016-02-06,5.7,73.4,8.0,1007.4,8.8,93.3
2016-02-07,11.2,62.2,12.7,1020.0,0.3,94.5
2016-02-08,4.1,70.0,2.3,1024.2,0.0,68.8
2016-02-09,11.6,60.5,1.7,1000.1,0.0,39.6
2016-02-10,8.4,78.3,3.8,1022.7,4.6,89.4
2016-02-11,4.7,65.8,10.6,1023.3,5.2,73.0
2016-02-12,8.5,77.4,7.5,1014.8,5.0,100.0
2016-02-13,9.6,75.6,7.9,1009.7,0.7,96.6
2016-02-14,8.7,66.2,5.6,1012.0,1.3,99.7
2016-02-15,2.3,64.9,3.9,1015.6,0.0,60.8
2016-02-16,5.0,72.1,5.8,1024.6,0.1,79.1
2016-02-17,6.6,65.9,4.5,1015.0,0.0,51.3
2016-02-18,7.2,70.5,3.7,1021.4,5.5,69.4
2016-02-19,9.5,67.4,6.8,1015.1,0.0,60.3
2016-02-20,8.3,60.7,4.2,1016.6,0.0,78.6
2016-02-21,3.9,58.2,6.2,1010.7,0.0,49.5
2016-02-22,9.2,70.3,0.7,1010.2,0.0,62.3
2016-02-23,10.1,66.2,5.8,1021.9,0.0,56.0
2016-02-24,10.1,66.0,4.1,1014.7,12.0,89.6
2016-02-25,11.8,72.0,13.2,1016.1,2.8,90.5
2016-02-26,11.3,74.2,1.2,1023.9,0.0,70.4
2016-02-27,10.3,66.8,5.5,1014.7,0.0,49.0
2016-02-28,8.9,66.2,9.3,1015.1,0.0,48.9
2016-02-29,4.3,70.2,4.6,1024.4,0.4,77.3
2016-03-01,10.8,60.7,4.0,1015.2,0.0,50.4
2016-03-02,10.3,68.4,9.2,1017.0,0.0,47.3
2016-03-03,10.6,69.8,7.4,1020.2,1.3,100.0
2016-03-04,6.2,70.2,7.8,1017.4,0.0,55.9
2016-03-05,7.0,56.9,3.7,1021.0,0.9,57.2
2016-03-06,13.5,62.5,3.3,1013.1,0.0,41.2
2016-03-07,10.5,61.7,6.2,1020.2,0.0,53.0
2016-03-08,12.8,66.3,9.8,1016.2,2.0,92.9
2016-03-09,11.0,68.0,1.5,1013.9,0.0,61.5
2016-03-10,11.2,72.8,4.8,1015.3,2.1,84.6
2016-03-11,14.2,62.6,3.4,1001.2,2.5,76.9
2016-03-12,10.0,62.4,5.2,1021.5,9.9,75.5
2016-03-13,12.0,70.4,8.7,1008.2,0.0,66.0
2016-03-14,10.5,65.9,2.5,1009.9,0.0,57.0
2016-03-15,10.8,70.5,8.0,1012.9,10.0,86.0
2016-03-16,11.4,65.3,3.8,1005.8,0.0,48.7
2016-03-17,13.2,57.9,10.9,1016.2,5.2,72.6
2016-03-18,11.3,56.7,2.7,1016.7,0.0,46.8
2016-03-19,16.7,55.4,9.7,1009.7,7.7,88.8
2016-03-20,10.5,66.2,1.6,1011.9,4.0,88.1
2016-03-21,12.8,68.6,5.9,1010.6,0.6,85.2
2016-03-22,12.2,71.6,8.1,1017.5,0.0,57.5
2016-03-23,18.1,66.3,2.7,1003.5,0.0,73.4
2016-03-24,14.5,67.7,3.5,1011.2,0.0,65.9
2016-03-25,17.3,58.7,5.2,1004.2,1.1,88.5
2016-03-26,9.9,55.6,4.0,1019.4,0.0,53.0
2016-03-27,15.4,65.3,3.3,1011.1,0.0,54.8
2016-03-28,17.4,62.9,9.3,1014.5,3.5,94.9
2016-03-29,15.2,61.1,11.6,1019.1,0.7,66.4
2016-03-30,18.4,62.3,11.2,1017.6,2.4,97.8
2016-03-31,13.8,61.7,7.2,1008.5,0.0,59.1
2016-04-01,19.8,66.2,7.9,1012.1,0.0,61.1
2016-04-02,22.7,66.0,2.3,1014.8,0.0,48.5
2016-04-03,14.9,62.0,4.9,1016.5,9.6,91.3
2016-04-04,14.9,63.3,5.6,1017.0,0.1,94.7
2016-04-05,20.8,61.3,6.4,1001.2,0.0,44.3
2016-04-06,21.4,56.2,6.3,1013.2,0.2,69.5
2016-04-07,15.3,62.0,5.3,1008.9,0.0,41.7
2016-04-08,15.8,51.0,7.1,1015.9,0.0,46.5
2016-04-09,16.4,63.0,6.1,1015.5,6.7,82.0
2016-04-10,13.4,51.5,6.1,1016.7,0.0,62.7
2016-04-11,14.9,58.7,2.9,1012.5,0.0,33.3
2016-04-12,14.9,52.8,1.9,1019.7,0.0,34.1
2016-04-13,15.8,59.5,6.4,1015.2,0.0,49.6
2016-04-14,18.2,56.3,3.7,1013.0,1.4,83.0
2016-04-15,19.2,48.3,3.0,1006.2,0.0,44.5
2016-04-16,23.3,58.1,8.3,1010.8,0.0,48.9
2016-04-17,15.9,52.8,4.9,1022.5,0.0,46.4
2016-04-18,22.0,59.9,12.8,1002.5,0.0,51.1
2016-04-19,18.6,55.2,7.7,1014.8,0.0,55.7
2016-04-20,19.3,57.0,2.7,1015.1,0.4,71.4
2016-04-21,21.7,50.0,8.3,1018.3,0.0,35.5
2016-04-22,16.5,51.6,6.9,1015.9,0.0,48.5
2016-04-23,21.2,52.0,2.6,1010.0,0.0,87.7
2016-04-24,20.7,58.3,3.3,1012.2,6.0,72.0
2016-04-25,21.9,62.2,8.1,1008.2,4.1,84.6
2016-04-26,21.5,49.5,0.9,1015.9,0.0,35.8
2016-04-27,28.2,58.7,0.6,998.7,0.0,54.3
2016-04-28,19.1,42.3,5.8,1008.5,0.0,15.8
2016-04-29,19.6,46.9,5.5,1012.9,0.0,33.4
2016-04-30,19.5,47.9,6.2,1016.6,0.0,32.1
2016-05-01,19.9,45.7,5.5,1010.5,0.0,32.2
2016-05-02,19.8,44.3,7.1,1006.7,0.0,8.9
2016-05-03,25.4,54.0,11.7,1006.7,17.6,94.3
2016-05-04,26.3,50.7,5.2,1005.5,0.0,15.8
2016-05-05,20.5,53.4,1.4,1008.6,0.7,78.2
2016-05-06,19.9,54.8,0.8,1008.4,2.6,61.9
2016-05-07,24.0,52.5,3.9,1006.3,2.0,60.0
2016-05-08,21.1,54.2,4.0,1001.4,0.0,45.6
2016-05-09,24.8,50.4,1.6,1009.6,0.0,47.3
2016-05-10,23.7,44.6,0.4,1012.0,0.0,23.8
2016-05-11,18.7,55.6,3.7,1018.7,0.0,34.5
2016-05-12,28.0,47.2,15.2,1010.8,0.0,24.2
2016-05-13,28.9,45.3,6.9,1010.1,0.0,37.4
2016-05-14,21.8,48.9,6.4,1011.1,0.0,28.4
2016-05-15,22.7,45.0,4.5,1000.4,0.0,47.9
2016-05-16,24.8,47.3,3.9,1009.5,0.0,25.7
2016-05-17,25.1,50.9,7.4,1008.5,5.3,76.3
2016-05-18,26.2,50.8,1.8,1012.5,0.0,56.2
2016-05-19,30.4,44.3,17.8,1008.1,0.0,35.0
2016-05-20,24.0,46.2,1.9,1007.8,0.0,18.3
